,solar,grid,savings
0,59.943348,373.72733,313.78397
1,50.381783,313.63986,263.2581
2,44.01522,273.63068,229.61545
3,24.475342,150.83678,126.361435
4,64.04413,399.49774,335.4536
5,28.277086,174.72798,146.4509
6,47.5217,295.66635,248.14465
7,19.42132,119.075935,99.65462
8,37.575348,233.16077,195.58542
9,32.826263,203.31624,170.48997
10,40.009804,248.45953,208.44974
11,46.283833,287.88724,241.60341
12,19.581367,120.081726,100.50036
13,46.022785,286.24677,240.22398
14,60.593754,377.81467,317.22092
15,25.338192,156.25917,130.92097
16,62.922985,392.45218,329.5292
17,64.37074,401.5503,337.17957
18,35.911,222.70154,186.79054
19,46.463097,289.0138,242.55069
20,27.147398,167.62871,140.48131
21,53.65808,334.229,280.57092
22,56.285965,350.74335,294.4574
23,38.444294,238.62144,200.17715
24,20.811052,127.80939,106.99834
25,39.476086,245.10553,205.62944
26,57.6681,359.42905,301.76096
27,46.40139,288.626,242.22461
28,31.195154,193.0659,161.87074
29,59.879147,373.32385,313.4447
30,41.327976,256.7433,215.41531
31,37.661983,233.70522,196.04323
32,29.741817,183.93274,154.19092
33,21.158695,129.99408,108.83539
34,30.599627,189.32344,158.72382
35,28.26641,174.66089,146.39447
36,57.980812,361.39423,303.41342
37,41.221657,256.07516,214.85352
38,46.759468,290.87628,244.11682
39,26.141653,161.30833,135.16669
40,59.325726,369.84604,310.52032
41,28.349707,175.18434,146.83464
42,48.83423,303.9146,255.08038
43,57.69314,359.5864,301.89325
44,39.894997,247.73807,207.84308
45,57.147022,356.15445,299.00742
46,62.961742,392.69574,329.734
47,22.023031,135.42581,113.40278
48,40.719975,252.92245,212.20248
49,25.441479,156.90825,131.46677
50,65.50856,408.70062,343.19208
51,60.367836,376.39493,316.0271
52,42.78947,265.9277,223.13823
53,46.20903,287.41718,241.20815
54,27.313797,168.67441,141.36061
55,53.274452,331.81818,278.54373
56,58.076694,361.99677,303.92007
57,36.87149,228.73753,191.86604
58,44.641182,277.5644,232.92322
59,48.98187,304.84244,255.86057
60,35.514942,220.21262,184.69768
61,42.647682,265.03668,222.389
62,32.800014,203.15128,170.35126
63,39.835396,247.36353,207.52814
64,58.239445,363.01953,304.7801
65,55.16039,343.66992,288.50952
66,58.2745,363.23987,304.96536
67,48.40402,301.21106,252.80704
68,56.967403,355.0257,298.0583
69,40.50228,251.5544,211.05212
70,21.080193,129.50075,108.420555
71,63.83492,398.183,334.34808
72,60.813133,379.1933,318.38016
73,28.270248,174.685,146.41475
74,41.625454,258.61273,216.98727
75,35.22681,218.40193,183.17513
76,20.982115,128.8844,107.90228
77,51.908253,323.2326,271.32434
78,31.061153,192.2238,161.16264
79,27.601473,170.48224,142.88077
80,30.584524,189.22853,158.64401
81,55.094757,343.25748,288.16272
82,53.373596,332.44122,279.06763
83,21.188665,130.18242,108.99375
84,59.00439,367.82666,308.82227
85,37.129787,229.95828,192.82849
86,51.782616,322.44308,270.66046
87,38.796024,240.83182,202.0358
88,31.262938,193.49187,162.22893
89,37.93089,235.39508,197.46419
90,35.038696,217.21977,182.18108
91,36.405796,225.81097,189.40518
92,18.733349,114.75255,96.019196
93,52.964478,329.8702,276.90573
94,43.405384,269.7983,226.39293
95,28.187553,174.16533,145.97778
96,52.29815,325.68283,273.38467
97,28.570543,176.57214,148.0016
98,29.87685,184.78133,154.90448
99,43.27727,268.9932,225.71593
100,41.22326,256.08524,214.86197
101,64.58929,402.9237,338.3344
102,33.740997,209.06468,175.32368
103,20.84423,128.0179,107.17367
104,29.337652,181.39285,152.0552
105,51.460957,320.4217,268.96072
106,59.597176,371.55188,311.9547
107,56.894207,354.5657,297.6715
108,27.392078,169.16634,141.77426
109,63.525467,396.23834,332.7129
110,39.923588,247.91776,207.99417
111,48.63522,302.664,254.02878
112,21.555786,132.4895,110.933716
113,43.27941,269.00665,225.72723
114,34.717453,215.20099,180.48354
115,51.409786,320.10013,268.69034
116,39.2742,243.83682,204.56262
117,59.724014,372.34897,312.62494
118,60.287785,375.89188,315.6041
119,30.548794,189.004,158.4552
120,35.315453,218.95897,183.64352
121,39.65499,246.2298,206.5748
122,61.943657,386.2978,324.35413
123,32.51731,201.3747,168.85739
124,28.390068,175.43797,147.04791
125,33.473515,207.38374,173.91023
126,57.864845,360.66547,302.80063
127,45.091194,280.3924,235.30121
128,27.238596,168.20183,140.96323
129,57.93777,361.12375,303.18597
130,42.231705,262.42258,220.19087
131,54.305283,338.2962,283.9909
132,48.702923,303.08945,254.38652
133,23.538029,144.94646,121.40843
134,63.19536,394.16385,330.9685
135,65.58501,409.18103,343.596
136,55.721966,347.19904,291.47708
137,26.675201,164.6613,137.9861
138,61.797413,385.37878,323.58136
139,61.45756,383.24304,321.7855
140,56.75808,353.71024,296.95215
141,27.113781,167.41745,140.30367
142,28.081118,173.49646,145.41534
143,40.98252,254.57236,213.58984
144,51.626205,321.46014,269.83392
145,62.51811,389.9078,327.3897
146,48.0774,299.1585,251.08112
147,39.16,243.11914,203.95914
148,44.430107,276.2379,231.8078
149,48.38887,301.11588,252.727
150,21.637888,133.00545,111.36756
151,32.771973,202.97505,170.20308
152,56.32175,350.96823,294.64648
153,50.78199,316.15488,265.3729
154,24.65662,151.97598,127.31937
155,32.37801,200.49928,168.12128
156,36.938423,229.15817,192.21976
157,57.099308,355.8546,298.7553
158,40.76092,253.17978,212.41885
159,47.422153,295.04074,247.61859
160,50.124355,312.02213,261.89777
161,28.50249,176.14445,147.64197
162,43.31756,269.24637,225.9288
163,25.076645,154.61554,129.5389
164,55.220825,344.04974,288.82892
165,32.141483,199.01291,166.87143
166,19.300402,118.316055,99.015656
167,35.40435,219.51762,184.11328
168,26.065413,160.82921,134.7638
169,53.453754,332.94498,279.4912
170,43.301723,269.14685,225.84512
171,50.74219,315.9048,265.1626
172,26.009682,160.47899,134.4693
173,56.368374,351.26123,294.89285
174,47.383633,294.79868,247.41504
175,40.73235,253.00021,212.26787
176,24.869572,153.31422,128.44466
177,33.439896,207.17245,173.73256
178,56.933178,354.8106,297.87744
179,30.272713,187.26903,156.9963
180,62.11499,387.3745,325.25952
181,65.29171,407.33792,342.0462
182,58.819275,366.66333,307.84406
183,42.655254,265.08426,222.429
184,22.323837,137.31615,114.99231
185,56.116478,349.67822,293.56174
186,62.406487,389.20636,326.79987
187,30.491972,188.64691,158.15494
188,40.932964,254.26093,213.32796
189,38.40241,238.35825,199.95584
190,20.435577,125.44981,105.01423
191,32.71426,202.61238,169.89812
192,52.236797,325.29727,273.0605
193,23.965603,147.63344,123.66783
194,29.937384,185.16173,155.22435
195,30.892847,191.16612,160.27327
196,34.16644,211.73827,177.57182
197,27.05573,167.05266,139.99693
198,58.372818,363.8577,305.48486
199,60.650276,378.16986,317.5196
200,36.790806,228.2305,191.4397
201,40.52858,251.71967,211.19109
202,34.43965,213.45518,179.01553
203,47.841373,297.67523,249.83386
204,25.629663,158.09085,132.46118
205,47.449326,295.21152,247.76219
206,50.08929,311.80176,261.71246
207,44.772552,278.38992,233.61737
208,28.425074,175.65797,147.2329
209,35.294563,218.8277,183.53314
210,61.362724,382.6471,321.28436
211,44.238693,275.03503,230.79634
212,19.977852,122.57334,102.59549
213,57.621487,359.13614,301.51465
214,21.115992,129.72572,108.60973
215,36.67191,227.4833,190.8114
216,37.84125,234.83177,196.99052
217,64.14549,400.13477,335.98926
218,48.492634,301.76794,253.27531
219,36.614677,227.12366,190.50897
220,31.30952,193.7846,162.47508
221,31.141068,192.726,161.58493
222,53.835384,335.34323,281.50784
223,48.687412,302.99197,254.30457
224,64.4388,401.97797,337.53918
225,19.33049,118.50514,99.17465
226,46.353577,288.32553,241.97195
227,64.1754,400.3227,336.14728
228,65.53494,408.86642,343.33148
229,65.35114,407.7114,342.36026
230,62.9906,392.8771,329.8865
231,27.573534,170.30666,142.73312
232,64.22592,400.6402,336.41428
233,37.454124,232.39897,194.94485
234,19.138517,117.29873,98.16021
235,64.29557,401.07788,336.78232
236,21.742285,133.66151,111.91923
237,59.731453,372.39572,312.66428
238,43.70072,271.65427,227.95355
239,30.75734,190.31456,159.55722
240,55.337467,344.18036,288.8429
241,23.987724,147.77246,123.78474
242,61.809322,385.4536,323.6443
243,24.150278,148.79399,124.643715
244,26.12481,161.20248,135.07767
245,53.638718,334.10733,280.46863
246,42.262756,262.6177,220.35495
247,34.116783,211.42621,177.30942
248,38.880096,241.36015,202.48006
249,65.46325,408.41586,342.9526
250,20.767866,127.538,106.770134
251,52.243256,324.7695,272.52625
252,56.413414,351.54428,295.13086
253,39.802856,247.15903,207.35617
254,31.906006,197.53308,165.62708
255,39.966507,248.18747,208.22096
256,54.721962,340.31912,285.59717
257,63.534515,396.2952,332.76068
258,46.206898,287.40378,241.19688
259,61.953583,386.3602,324.40662
260,23.266026,143.23712,119.9711
261,34.269066,212.01216,177.7431
262,63.05386,392.5876,329.53372
263,25.120579,154.89163,129.77106
264,9.679177,118.24014,108.56097
265,30.264465,376.00775,345.7433
266,22.285152,276.09134,253.80618
267,11.843073,145.3363,133.49323
268,28.423887,352.96014,324.53625
269,10.253474,125.43146,115.177986
270,19.808205,245.07515,225.26694
271,24.244839,300.63037,276.38553
272,9.531297,116.388405,106.85711
273,32.697933,406.47946,373.78152
274,13.932656,171.50192,157.56926
275,10.060202,123.011314,112.95111
276,19.023191,235.24527,216.22208
277,16.539452,204.14404,187.60458
278,12.361837,151.83224,139.47041
279,14.4819,178.37952,163.89761
280,54.1649,336.82452,282.6596
281,41.939487,260.13095,218.19147
282,42.575397,264.1202,221.54482
283,38.18966,236.60718,198.41751
284,60.43312,376.1469,315.7138
285,19.632345,120.19174,100.559395
286,24.055946,147.94228,123.88633
287,31.518755,194.75865,163.2399
288,50.095352,311.29507,261.1997
289,63.898735,397.88773,333.98898
290,62.293026,387.81464,325.5216
291,33.40535,206.59381,173.18846
292,56.290825,350.16107,293.87024
293,30.826862,190.41821,159.59135
294,12.839165,157.80931,144.97015
295,52.223633,324.6464,272.42276
296,22.355158,137.27274,114.91758
297,20.814884,127.610146,106.79526
298,41.728928,258.81003,217.0811
299,50.5525,314.1629,263.6104
300,58.29488,362.7331,304.4382
301,48.01999,298.27573,250.25574
302,41.68632,258.5428,216.85646
303,31.716564,394.19083,362.47427
304,63.08523,392.7844,329.69916
305,21.665512,132.94638,111.28087
306,37.909054,234.84686,196.9378
307,21.173088,129.85727,108.68418
308,51.03608,317.1965,266.16043
309,31.952145,197.47743,165.52528
310,35.2188,217.97011,182.75131
311,51.439484,319.7272,268.28772
312,23.584959,144.98763,121.402664
313,44.681335,277.33136,232.65002
314,53.391953,331.9756,278.58362
315,55.250828,343.63687,288.38605
316,20.610603,126.328636,105.71803
317,27.572405,170.00204,142.42964
318,51.19541,318.19604,267.00064
319,57.238796,356.10797,298.86917
320,57.8904,360.19568,302.30527
321,40.95847,253.97673,213.01826
322,31.214598,192.85059,161.63599
323,62.608204,389.79184,327.18362
324,31.320385,193.51422,162.19383
325,24.087032,148.13728,124.05025
326,56.407173,350.89096,294.4838
327,51.973923,323.0799,271.10596
328,31.428429,194.19202,162.76358
329,60.443176,376.21,315.7668
330,24.940691,153.49254,128.55185
331,65.6523,408.88834,343.23602
332,62.205544,387.26584,325.0603
333,42.38852,262.94788,220.55936
334,40.206497,249.25938,209.05289
335,61.721344,384.2283,322.50696
336,40.677647,252.21506,211.53741
337,62.873844,391.45828,328.58444
338,48.904945,303.8273,254.92236
339,21.014784,128.86418,107.849396
340,40.527237,251.2715,210.74426
341,33.363266,206.3298,172.96654
342,43.65539,270.89532,227.23993
343,38.81105,240.50536,201.6943
344,65.6891,409.11923,343.4301
345,61.133644,380.54147,319.40784
346,20.958536,128.51132,107.55279
347,39.22829,243.12282,203.89453
348,26.260359,161.77121,135.51085
349,22.257881,136.66249,114.40461
350,60.26687,375.10394,314.83707
351,24.19343,148.80475,124.61132
352,38.76094,240.191,201.43005
353,32.714546,202.2602,169.54565
354,39.836834,246.9404,207.10356
355,49.862003,309.8312,259.9692
356,50.57705,314.3169,263.73984
357,51.15597,317.94864,266.79266
358,59.59002,370.85788,311.26785
359,27.934135,172.27129,144.33716
360,27.196308,167.64268,140.44638
361,27.777466,171.28845,143.51099
362,41.096706,254.84392,213.74721
363,48.18291,299.29776,251.11485
364,34.0019,210.33615,176.33426
365,55.449272,344.88177,289.4325
366,56.366802,350.6377,294.2709
367,49.19343,305.63705,256.44363
368,34.025963,210.4871,176.46115
369,55.73471,346.6724,290.93768
370,46.940033,291.50082,244.56079
371,29.903473,184.62552,154.72205
372,28.88825,178.25673,149.36848
373,57.330235,356.6816,299.35138
374,60.52754,376.7392,316.21167
375,64.64659,402.57922,337.93262
376,53.733692,334.11945,280.38574
377,26.876587,165.63698,138.76039
378,35.176514,217.70483,182.52832
379,63.109562,392.93698,329.82742
380,62.37109,388.30435,325.93326
381,37.8761,234.64014,196.76404
382,41.988426,260.43796,218.44952
383,19.24893,117.78645,98.53752
384,50.29756,312.5636,262.26605
385,28.583998,176.34807,147.76407
386,63.383305,394.65427,331.27097
387,65.49776,407.91885,342.42108
388,34.771122,215.1617,180.39058
389,33.800728,209.07414,175.2734
390,63.551037,395.70648,332.15546
391,44.025066,273.2144,229.18932
392,37.65087,233.22722,195.57635
393,34.694298,214.67976,179.98547
394,59.99763,373.41495,313.41733
395,54.295883,337.6462,283.35034
396,40.501236,251.10838,210.60715
397,31.190136,192.69713,161.50699
398,26.963634,166.18306,139.21942
399,63.830578,397.46014,333.62958
400,61.534863,383.05844,321.5236
401,49.66052,308.56723,258.9067
402,50.959576,316.71658,265.75702
403,39.42698,244.36923,204.94226
404,55.694572,346.4206,290.726
405,47.940693,297.77826,249.83757
406,31.437853,194.25113,162.81328
407,54.9653,341.84567,286.88037
408,46.901325,291.258,244.35667
409,48.99534,304.39435,255.39902
410,42.548386,263.95074,221.40236
411,63.3749,394.60156,331.22665
412,32.845028,203.07875,170.23372
413,20.20924,123.81076,103.60152
414,65.74529,409.4717,343.7264
415,59.914986,372.89648,312.9815
416,54.448193,338.60168,284.1535
417,38.765488,240.21953,201.45404
418,31.690672,195.83713,164.14645
419,25.251583,155.44286,130.19127
420,37.710403,233.60068,195.89027
421,49.415546,307.03046,257.6149
422,48.049866,298.46313,250.41327
423,37.453255,231.98749,194.53424
424,25.944397,159.78908,133.84468
425,37.39169,231.60127,194.20958
426,45.226875,280.7537,235.52682
427,32.965584,203.83502,170.86945
428,32.65063,201.85925,169.20862
429,36.157425,223.85838,187.70096
430,53.635204,333.50162,279.86642
431,24.091585,148.16585,124.074265
432,19.637436,120.22367,100.586235
433,23.762909,146.10396,122.34105
434,21.849258,134.09908,112.24982
435,65.6573,408.9197,343.2624
436,42.051025,260.83066,218.77963
437,59.859863,372.5507,312.69083
438,46.6761,289.84512,243.16902
439,57.248135,356.16656,298.91843
440,21.527048,132.07776,110.55071
441,61.652256,383.7949,322.14264
442,35.349064,218.78731,183.43825
443,28.674887,176.91823,148.24335
444,29.351011,181.15976,151.80875
445,63.459698,395.1335,331.67383
446,40.55455,251.44283,210.88828
447,20.498117,125.62297,105.124855
448,39.710293,246.14656,206.43626
449,50.88696,316.26105,265.37408
450,30.715508,189.71965,159.00415
451,24.295765,149.44673,125.15097
452,30.408821,187.79572,157.3869
453,37.69207,233.48567,195.79361
454,35.461666,219.49368,184.03201
455,57.1442,355.51456,298.37036
456,46.898666,291.24133,244.34267
457,63.87432,397.73456,333.86023
458,57.37963,356.99146,299.61182
459,40.31503,249.94025,209.62521
460,34.641666,214.3496,179.70793
461,65.31118,406.74838,341.4372
462,28.68705,176.99454,148.3075
463,61.33606,381.8113,320.47525
464,63.37488,394.60144,331.22656
465,44.036858,273.28836,229.2515
466,59.248127,368.7131,309.46497
467,40.416893,250.57927,210.16238
468,39.49012,244.76535,205.27524
469,22.494854,138.1491,115.654236
470,40.629482,251.9129,211.28342
471,41.30019,256.12045,214.82027
472,23.18341,142.4686,119.28519
473,27.143839,167.31352,140.16968
474,33.326336,206.09813,172.77179
475,28.375896,175.04259,146.66669
476,63.13023,393.06665,329.93643
477,38.969585,241.49988,202.53029
478,28.404533,175.22223,146.81769
479,40.18839,249.1458,208.95741
480,31.003063,191.52356,160.5205
481,37.12582,229.93341,192.80759
482,49.016155,304.52496,255.5088
483,47.628075,295.8171,248.18903
484,34.82315,215.4881,180.66495
485,36.437733,225.61684,189.17911
486,21.796152,133.76591,111.969765
487,36.597546,226.61938,190.02184
488,53.758396,334.2744,280.51602
489,47.52035,295.14133,247.62097
490,56.31795,350.33124,294.01328
491,29.927639,184.77711,154.84947
492,49.36214,306.6954,257.33325
493,29.664362,183.1255,153.46114
494,47.179764,293.00473,245.82497
495,40.806744,253.0249,212.21815
496,50.537273,314.06735,263.5301
497,54.93866,341.67856,286.7399
498,39.381668,244.08499,204.70332
499,43.51299,270.00198,226.489
500,21.67112,132.98157,111.31045
501,37.801865,234.17442,196.37256
502,34.561607,213.84737,179.28577
503,31.699028,195.88956,164.19052
504,41.17439,255.33127,214.15688
505,22.196404,136.27682,114.08042
506,37.61252,232.9866,195.37408
507,41.374535,256.58685,215.21231
508,37.42403,231.80415,194.38013
509,50.695625,315.06076,264.36514
510,41.09185,254.81348,213.72162
511,41.75164,258.9525,217.20087
512,20.969019,128.57707,107.608055
513,27.832838,171.63582,143.80298
514,55.464993,344.9804,289.5154
515,55.083786,342.58896,287.5052
516,32.428894,200.46823,168.03934
517,40.323883,249.9958,209.67192
518,32.41351,200.37172,167.9582
519,35.962437,222.63516,186.67273
520,57.126236,355.40186,298.27563
521,30.62944,189.17973,158.5503
522,47.271027,293.57724,246.30621
523,49.048256,304.72632,255.67807
524,52.175297,324.34317,272.16788
525,51.276527,318.70493,267.4284
526,21.885878,134.32881,112.44293
527,47.075623,292.3514,245.27579
528,34.638206,214.32788,179.68967
529,52.992855,329.47195,276.4791
530,56.8559,353.70596,296.85007
531,42.183266,261.66022,219.47696
532,40.41808,250.58672,210.16864
533,60.11301,374.13876,314.02576
534,56.15978,349.339,293.1792
535,65.54767,408.23196,342.6843
536,61.909286,385.40732,323.49805
537,62.78935,390.9282,328.13885
538,55.85985,347.45746,291.5976
539,49.7587,309.18317,259.42447
540,50.88338,316.23862,265.35522
541,34.541454,213.72092,179.17946
542,22.314648,137.0186,114.70395
543,60.62112,377.3263,316.70517
544,65.10666,405.4654,340.35873
545,25.408335,156.4262,131.01785
546,57.746906,359.2955,301.54858
547,57.16928,355.6719,298.50262
548,58.2101,362.20123,303.99115
549,61.414543,382.30365,320.8891
550,59.688015,371.47263,311.7846
551,63.437366,394.9934,331.55603
552,54.347145,337.9678,283.62067
553,58.238037,362.3765,304.13846
554,49.716698,308.91968,259.20297
555,25.501997,157.01376,131.51176
556,37.140995,230.02861,192.88762
557,33.126778,204.84625,171.71948
558,44.59578,276.79465,232.19887
559,26.217861,161.5046,135.28673
560,55.4273,344.74393,289.31662
561,38.783894,240.33499,201.5511
562,23.31497,143.29391,119.97894
563,64.90041,404.17154,339.27112
564,55.25352,343.65378,288.40027
565,21.185263,129.93364,108.748375
566,43.781837,271.68854,227.90671
567,64.76675,403.333,338.56625
568,43.352703,268.99646,225.64375
569,56.458252,351.2114,294.75314
570,65.31409,406.76663,341.45255
571,47.39773,294.3721,246.97437
572,46.93574,291.4739,244.53816
573,60.84959,378.75955,317.90997
574,59.49199,370.24292,310.75092
575,26.626013,164.06505,137.43904
576,20.036379,122.72636,102.68998
577,42.12898,261.3197,219.19072
578,41.073635,254.6992,213.62556
579,27.003468,166.43294,139.42947
580,50.55512,314.17932,263.6242
581,39.941586,247.59753,207.65594
582,32.551243,201.23575,168.68451
583,33.684635,208.34586,174.66122
584,64.899445,404.16547,339.26602
585,51.471035,319.9251,268.45407
586,21.381935,131.16742,109.785484
587,35.55644,220.08821,184.53177
588,25.870613,159.32622,133.4556
589,34.664413,214.4923,179.82788
590,32.397778,200.27301,167.87523
591,37.946857,235.08401,197.13716
592,22.255318,136.64641,114.39109
593,56.19152,349.53812,293.3466
594,20.502895,125.652954,105.150055
595,59.779636,372.0474,312.26776
596,56.523888,351.62314,295.09924
597,29.46466,181.87271,152.40805
598,27.789793,171.36578,143.57599
599,61.084724,380.2346,319.14987
600,35.94206,222.50732,186.56526
601,43.62338,270.6945,227.0711
602,36.90517,228.54921,191.64404
603,35.38354,219.00359,183.62004
604,56.239048,349.83624,293.5972
605,26.917818,165.89565,138.97783
606,44.225822,274.4738,230.24796
607,41.147583,255.16309,214.0155
608,54.32086,337.80292,283.48206
609,28.184225,173.84018,145.65596
610,65.82273,409.9575,344.13477
611,39.922832,247.47987,207.55704
612,38.396988,237.9078,199.51082
613,39.97454,247.80424,207.82971
614,50.18492,311.85696,261.67206
615,33.837784,209.30658,175.4688
616,51.75353,321.6973,269.94376
617,58.81753,366.01184,307.1943
618,19.622898,120.13247,100.50957
619,54.667175,339.97546,285.3083
620,25.694647,158.22232,132.52768
621,28.276642,174.41992,146.14328
622,39.88695,247.25478,207.36783
623,64.80486,403.5721,338.76724
624,27.755798,171.15253,143.39673
625,59.8544,372.51642,312.66202
626,34.58675,214.00507,179.41832
627,65.13386,405.636,340.50214
628,37.187897,230.32285,193.13495
629,32.378803,200.15398,167.77518
630,21.701473,133.17197,111.47049
631,56.984337,354.5117,297.52734
632,27.70782,170.85155,143.14372
633,38.458645,238.2946,199.83595
634,18.949154,115.905876,96.956726
635,43.82274,271.94513,228.12239
636,24.078215,148.08197,124.00375
637,40.163906,248.9922,208.8283
638,58.701427,365.28348,306.58206
639,61.37297,382.04285,320.66986
640,45.532112,282.66855,237.13644
641,34.536564,213.69026,179.1537
642,55.951885,348.03482,292.08295
643,50.21336,312.03537,261.82202
644,60.669434,377.62936,316.95993
645,51.827507,322.16138,270.33386
646,46.740902,290.25162,243.51071
647,55.87173,347.53198,291.66025
648,63.660137,396.3909,332.73077
649,39.896915,247.31729,207.42038
650,20.558317,126.000626,105.44231
651,23.2756,143.04694,119.77133
652,32.920605,203.55286,170.63225
653,51.178463,318.08975,266.9113
654,51.70405,321.38687,269.68283
655,29.629004,182.90369,153.27469
656,33.558815,207.55653,173.99771
657,22.47712,138.03784,115.56072
658,54.42909,338.48187,284.0528
659,38.7661,240.22337,201.45728
660,59.78861,372.1037,312.3151
661,64.5663,402.07553,337.50922
662,62.387295,388.406,326.0187
663,48.444874,300.94113,252.49626
664,58.19178,362.08633,303.89456
665,31.864565,196.92802,165.06346
666,28.628963,176.63014,148.00117
667,38.951492,241.38638,202.43489
668,28.553972,176.15971,147.60574
669,49.22817,305.85498,256.6268
670,35.056107,216.9495,181.89339
671,52.36323,325.52213,273.1589
672,22.327354,137.09831,114.77096
673,51.912846,322.69672,270.78387
674,42.972622,266.6121,223.63947
675,18.918356,115.71267,96.79431
676,23.863815,146.73698,122.87317
677,65.62589,408.7227,343.0968
678,54.42731,338.47073,284.04343
679,28.299809,174.56526,146.26546
680,37.35783,231.38889,194.03105
681,38.782127,240.3239,201.54178
682,19.31838,118.222145,98.90376
683,40.143867,248.8665,208.72263
684,64.71367,403.0,338.28632
685,58.334576,362.98212,304.64755
686,43.808636,271.85666,228.04802
687,38.65357,239.51741,200.86385
688,28.315079,174.66106,146.34598
689,47.56144,295.39908,247.83765
690,37.88857,234.71835,196.82979
691,59.167274,368.20587,309.0386
692,19.211842,237.60754,218.3957
693,49.006035,304.46146,255.45541
694,50.957382,316.70282,265.74542
695,13.36763,164.4267,151.05907
696,22.493183,278.6963,256.2031
697,14.919814,183.86305,168.94324
698,29.881838,371.21652,341.3347
699,14.446766,177.93958,163.49281
700,31.704987,394.04587,362.34088
701,32.161606,399.76364,367.60205
702,12.009964,147.4261,135.41614
703,19.990278,247.35507,227.36479
704,18.65115,230.58658,211.93542
705,15.437573,190.3464,174.90883
706,29.986261,372.5241,342.53784
707,24.685873,306.15298,281.4671
708,10.145447,124.07875,113.933304
709,25.321278,314.10947,288.78818
710,12.699391,156.05907,143.35968
711,20.204844,250.04184,229.83699
712,15.225362,187.6891,172.46375
713,19.382378,239.74297,220.3606
714,14.049853,172.96947,158.91962
715,21.13744,261.71973,240.58229
716,20.514017,253.91328,233.39926
717,23.23294,287.95947,264.72653
718,15.315641,188.81958,173.50394
719,31.67522,393.67313,361.9979
720,14.505368,178.67339,164.16801
721,30.419601,377.95035,347.53076
722,25.785261,319.91943,294.1342
723,29.2467,363.26337,334.01666
724,9.687246,118.34119,108.65394
725,20.005465,247.54523,227.53976
726,12.402986,152.34749,139.9445
727,9.477341,115.71277,106.23543
728,27.472471,341.04657,313.5741
729,20.666449,255.82202,235.15558
730,10.97502,134.46661,123.49159
731,12.692135,155.9682,143.27606
732,31.914572,197.24171,165.32715
733,9.980247,122.01011,112.02986
734,31.705774,394.05573,362.34995
735,11.188177,137.13574,125.94756
736,22.880285,283.54355,260.66327
737,17.224289,212.71953,195.49524
738,41.856556,259.6107,217.75414
739,25.431992,315.49585,290.06384
740,26.092766,323.77,297.67722
741,18.526745,229.0288,210.50204
742,31.423841,390.52536,359.10153
743,11.129205,136.3973,125.26809
744,11.197314,137.25015,126.05284
745,28.246788,350.74252,322.49573
746,10.539347,129.01114,118.471794
747,19.243021,237.99796,218.75493
748,14.31383,176.27496,161.96114
749,11.066494,135.61203,124.54553
750,23.519564,291.54852,268.02896
751,15.253862,188.04599,172.79213
752,19.83889,245.4594,225.62051
753,14.545059,179.1704,164.62534
754,26.721035,331.63715,304.9161
755,9.462933,115.53235,106.06941
756,15.374868,189.5612,174.18634
757,10.842153,132.80284,121.960686
758,20.910374,258.87643,237.96606
759,27.35181,339.53568,312.18387
760,9.788777,119.61255,109.82377
761,14.581689,179.62906,165.04736
762,31.038815,385.7041,354.66528
763,20.706999,256.3298,235.6228
764,19.713491,243.88918,224.17569
765,10.436822,127.72732,117.2905
766,10.203224,124.80222,114.599
767,14.801447,182.38087,167.57942
768,24.203077,300.10745,275.9044
769,13.275678,163.27528,149.9996
770,26.684168,331.1755,304.49133
771,17.67483,218.36118,200.68634
772,22.841957,283.0636,260.22165
773,16.943905,209.20857,192.26466
774,12.707114,156.15578,143.44867
775,12.842105,157.84612,145.00401
776,16.017986,197.61429,181.5963
777,41.747673,258.92764,217.17996
778,12.586112,154.6406,142.05449
779,29.529764,366.80786,337.2781
780,13.29791,163.55367,150.25575
781,26.783077,332.41403,305.63095
782,64.07882,399.01746,334.93863
783,12.448593,152.91858,140.46999
784,18.553442,229.3631,210.80966
785,12.747071,156.65611,143.90904
786,22.851244,283.1799,260.32864
787,24.155273,299.50885,275.35358
788,29.615784,367.885,338.26923
789,11.848929,145.40964,133.56071
790,12.919249,158.8121,145.89285
791,23.659916,293.30603,269.64612
792,10.665046,130.58513,119.92008
793,15.509758,191.25029,175.74054
794,20.487795,253.58495,233.09715
795,25.272629,313.5003,288.22766
796,15.4428425,190.41237,174.96953
797,12.614544,154.99661,142.38206
798,10.247099,125.35162,115.10452
799,19.744282,244.27472,224.53044
800,9.410998,114.88203,105.47103
801,27.30281,338.92212,311.61932
802,29.15674,362.13687,332.98013
803,14.882945,183.40138,168.51843
804,32.30386,401.5449,369.24103
805,11.475643,140.73537,129.25972
806,28.173714,349.82748,321.65378
807,17.195244,212.35583,195.16058
808,18.600454,229.95178,211.35133
809,16.020851,197.65016,181.6293
810,15.620452,192.63638,177.01593
811,19.299284,238.70247,219.40318
812,25.722166,319.1294,293.40723
813,44.866932,278.49567,233.62874
814,14.665797,180.68227,166.01646
815,16.490501,203.53111,187.04062
816,15.236363,187.82686,172.5905
817,23.30772,288.89584,265.58813
818,22.542849,279.31818,256.77533
819,20.235025,250.41977,230.18474
820,27.70515,343.96017,316.25504
821,13.478796,165.81871,152.33992
822,19.302094,238.73766,219.43556
823,17.884697,220.98912,203.10443
