lat,long
42.379518950000005,-71.03215355
42.37968645,-71.03173742951986
42.379715950000005,-71.03165805903974
42.3794815,-71.032486
42.3795329,-71.0323618
42.3795477,-71.0320763
42.37974795,-71.03157222772279
42.379955,-71.0312196
42.379955,-71.0312196
42.3795066,-71.0324211
42.379955,-71.0312196
42.3799794,-71.0311449
42.3799794,-71.0311449
42.379955,-71.0312196
42.380013,-71.0310471
42.3798272,-71.03132209999998
42.380013,-71.0310471
42.3800587,-71.0308406
42.3801167,-71.0306716
42.3800887,-71.0307506
42.37991305,-71.03058779841982
42.379868,-71.03049833333334
42.3800887,-71.0307506
42.37966165,-71.03077488721217
42.379515100000006,-71.03100526277066
42.3796995,-71.03046309680359
42.37967365,-71.03069771598686
42.3799794,-71.0311449
42.3793894,-71.0312421
42.3793014,-71.0314818
42.379364,-71.0313157
42.37931515,-71.03158671866296
42.37931515,-71.03158671866296
42.37926105,-71.03167525823758
42.37949165,-71.03108690086647
42.37931515,-71.03158671866296
42.37917815,-71.0320091120951
42.3792043,-71.03193537720254
42.37917815,-71.0320091120951
42.3790589,-71.0321211
42.3790762,-71.0320626
42.3790319,-71.0321832
42.3791975,-71.0317406
42.37931515,-71.03158671866296
42.37931515,-71.03158671866296
42.3790084,-71.0322466
42.3787747,-71.0294286
42.3792761,-71.0325352
42.37917815,-71.0320091120951
42.3790083,-71.0296333
42.379062950000005,-71.02936691883284
42.3791188,-71.02919195
42.3791909,-71.03241483472337
42.3791635,-71.0290373897561
42.37923434372605,-71.0290906214402
42.3793424,-71.02855935
42.3793846015206,-71.02869283752034
42.3794687,-71.0282806
42.3795087,-71.0281806
42.3790349,-71.02944366880733
42.37967260714286,-71.02724357142857
42.3794591,-71.0278806
42.37930465,-71.0286628139634
42.3792082,-71.0289497930466
42.37926725,-71.0287678365103
42.37919215,-71.02828230813873
42.37845765882221,-71.02910272026422
42.37991525,-71.02910255
42.3786823,-71.02920260490387
42.37997575,-71.02893692017574
42.380062,-71.02878882011038
42.37994645,-71.02901720964849
42.3801537,-71.0285906
42.3801317,-71.0286586
42.38006225,-71.02838510000001
42.380062,-71.02878882011038
42.38028025,-71.02801139202805
42.38009883333333,-71.02883974999999
42.38021724489796,-71.0284768979592
42.3800453,-71.02754195614804
42.3802739,-71.02770086408944
42.3799287,-71.0279706
42.37977135878246,-71.02809793761578
42.3799887,-71.0277906
42.3799087,-71.0280606
42.3826542,-71.0204058
42.37966525,-71.0290455679932
42.3798387,-71.0282406
42.3796887,-71.0286306
42.3795682,-71.02889457093292
42.37945555,-71.0292182
42.379487,-71.02912460705635
42.37945555,-71.0292182
42.37966525,-71.0290455679932
42.37932242428396,-71.02934932312365
42.3794302,-71.02930945676087
42.37927494952264,-71.02947354874911
42.3792887,-71.0295806
42.37922747476132,-71.02959777437455
42.37945555,-71.0292182
42.3792387,-71.0297106
42.37987433333333,-71.02991949999999
42.3803087,-71.0300906
42.3803487,-71.0300356
42.3803787,-71.0299806
42.3803487,-71.0300356
42.3803997,-71.0299176
42.38017115,-71.03041819269427
42.3803487,-71.0300356
42.38049372114254,-71.02983500948028
42.3805487,-71.0295406
42.38043545,-71.0297748062018
42.3803787,-71.0299806
42.3807191,-71.0290428821204
42.3807518,-71.02895546912461
42.38084925,-71.02868612040933
42.38078505,-71.02886674518172
42.38091075,-71.02859629999999
42.38069005,-71.0291663974988
42.3810009,-71.0282825796098
42.3810009,-71.0282825796098
42.3809675,-71.02837156393642
42.3808121,-71.02878504356181
42.3810009,-71.0282825796098
42.38086585,-71.02815914025
42.38114736734694,-71.02821587755102
42.38079685,-71.02837896477746
42.38086585,-71.02815914025
42.38051425,-71.02836745
42.38051425,-71.02836745
42.3803798,-71.0288532
42.38051425,-71.02836745
42.3803487,-71.0291006
42.3801987,-71.0292706
42.3801987,-71.0292706
42.38015,-71.02946463621375
42.38015,-71.02946463621375
42.3803798,-71.0288532
42.38015,-71.02946463621375
42.3801687,-71.0293606
42.38005365,-71.02962409365013
42.3801345,-71.02954222131754
42.380183083333336,-71.02910387499999
42.38005365,-71.02962409365013
42.37996435,-71.02986858018959
42.37997725,-71.029647625
42.38024483333333,-71.02894074999999
42.3804395,-71.03055440700598
42.3806114,-71.03067168508147
42.3806993,-71.03067637359935
42.3808536,-71.03036613252507
42.3809027,-71.0306116
42.3807976,-71.0308563671205
42.38005365,-71.02962409365013
42.3799467,-71.02996753588835
42.38005365,-71.02962409365013
42.3808787,-71.0306706
42.3794477,-71.03408300490176
42.3794477,-71.03408300490176
42.3794477,-71.03408300490176
42.381192850000005,-71.0295805888148
42.3812287,-71.0291806
42.38118875,-71.02983998163967
42.38125761538462,-71.02928669230769
42.38125784615385,-71.02897007692307
42.3812287,-71.0289506
42.38125776923077,-71.02907561538461
42.3811787,-71.0287306
42.3811287,-71.0287006
42.38104045,-71.02894574999999
42.3794477,-71.03408300490176
42.380623127981096,-71.02998529279733
42.38058185821959,-71.03009331622113
42.38057154077921,-71.03012032207708
42.3812287,-71.0293906
42.38089865,-71.0293697686285
42.38078145,-71.02970092461567
42.38060249310034,-71.03003930450923
42.3807575,-71.02976737745887
42.3807047,-71.0299551580325
42.3808241,-71.02963268012152
42.38074485,-71.02986200126136
42.3808241,-71.02963268012152
42.38063765,-71.03012135
42.3805254,-71.03035895
42.3806369,-71.03023077633961
42.380418211307166,-71.03052595383507
42.3811951,-71.02769075
42.3806369,-71.03023077633961
42.3805121,-71.03044593408703
42.3811951,-71.02769075
42.3805559,-71.03025526636515
42.38117465,-71.02795190246417
42.3811868,-71.0275776
42.3811951,-71.02769075
42.381249525,-71.027746525
42.3813294,-71.0261158
42.3813294,-71.0261158
42.378846,-71.0324581
42.3810377,-71.0269586
42.3809509,-71.02721153673215
42.378846,-71.0324581
42.38080785,-71.02753278021979
42.38119475,-71.02738003732512
42.3807953,-71.02769485300828
42.3808614,-71.02774008896748
42.38104125,-71.02786305507495
42.38092265,-71.02778193881105
42.38065265,-71.02720566315342
42.38110485,-71.02790654693983
42.38110485,-71.02790654693983
42.38068935,-71.02712195564368
42.38074905,-71.02697875
42.378846,-71.0324581
42.3807704,-71.02686654423263
42.38110485,-71.02790654693983
42.3805887,-71.0266506
42.38024805,-71.02710133341121
42.3803387,-71.0269906
42.38050164705882,-71.02659023529412
42.3802587,-71.0273306
42.380504900000005,-71.02748367497513
42.3781356,-71.0289686
42.3801163,-71.0272719
42.3782917,-71.0288144
42.3787485,-71.0281603
42.378828823652775,-71.02852306870915
42.3788591,-71.0279757
42.37903622222222,-71.02758351851851
42.37856373333334,-71.0277896
42.37856373333334,-71.0277896
42.37873905,-71.0276232
42.3789589,-71.02764046243806
42.3781262,-71.0283761
42.3781262,-71.0283761
42.3752874,-71.0314574
42.3799635,-71.0254035
42.378370875,-71.022878875
42.3799635,-71.0254035
42.380595150000005,-71.02235286502028
42.3807357,-71.02222628161974
42.380595150000005,-71.02235286502028
42.3783748125,-71.02287464583334
42.3783759375,-71.0228734375
42.3783770625,-71.02287222916667
42.3800366,-71.0245011
42.3800366,-71.0245011
42.380786,-71.0226812877412
42.3748798,-71.0289977
42.3805987,-71.0260806
42.3805587,-71.0261606
42.38149533673469,-71.02302301020408
42.3808763,-71.0257253204162
42.38068775,-71.02581269999999
42.38109445,-71.02548941704893
42.378375375,-71.02287404166667
42.3817856,-71.0205327
42.38053275,-71.02655775
42.37956430256771,-71.02620036352651
42.3797331,-71.02670995353357
42.378381,-71.022868
42.3826542,-71.0204058
42.3911608,-71.0128304
42.38085386,-71.0227445
42.38751085,-71.00889656667324
42.38751085,-71.00889656667324
42.38751085,-71.00889656667324
42.38751085,-71.00889656667324
42.38751085,-71.00889656667324
42.38751085,-71.00889656667324
42.387076,-71.00871331256768
42.386980750000006,-71.00896877509774
42.38751085,-71.00889656667324
42.3866393,-71.0067949
42.3866393,-71.0067949
42.3866393,-71.0067949
42.3866393,-71.0067949
42.38751085,-71.00889656667324
42.3866393,-71.0067949
42.3866393,-71.0067949
42.3863506,-71.01127008273437
42.3863506,-71.01127008273437
42.3863506,-71.01127008273437
42.3863506,-71.01127008273437
42.3863506,-71.01127008273437
42.3863506,-71.01127008273437
42.3863506,-71.01127008273437
42.3863506,-71.01127008273437
42.3863506,-71.01127008273437
42.3863506,-71.01127008273437
42.3863506,-71.01127008273437
42.3863506,-71.01127008273437
42.3863506,-71.01127008273437
42.3863506,-71.01127008273437
42.38751085,-71.00889656667324
42.3853618,-71.01328133678032
42.38532765,-71.0133739
42.38539535,-71.0131905
42.38517495,-71.01378711967592
42.3826542,-71.0204058
42.3849865,-71.01434556899372
42.3850596,-71.01403082446134
42.38552615,-71.0144920046028
42.38751085,-71.00889656667324
42.38469345,-71.01506334482873
42.384680450000005,-71.0157088
42.3847474,-71.01600428199029
42.3828621122449,-71.01402339795918
42.3821286,-71.0139385
42.38285389795919,-71.01405218367347
42.38285389795919,-71.01405218367347
42.3848643,-71.01630424999999
42.38496565,-71.01698984311892
42.3850727,-71.01743225000001
42.38515535,-71.01780314999999
42.38522465,-71.01798997191483
42.3821286,-71.0139385
42.385109400000005,-71.01759695
